용어명,물리명,도메인유형,도메인,데이터타입,코드명,정의,요청업무,최종요청자,최종수정일시
구동방식내용,DRV_MTH_CN,내용,내용V4000,VARCHAR(4000),,동력을 가하여 움직이기 위한 일정한 방법이나 형식을 설명한 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구동방식명,DRV_MTH_NM,명,명V200,VARCHAR(200),,동력을 가하여 움직이기 위한 일정한 방법이나 형식의 이름,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매가격,PRCHS_PRC,가격,가격N15,NUMBER(15),,물건 따위를 사들인 가격,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매건수,PRCHS_NOCS,수,수N10,NUMBER(10),,물건 따위를 사들인 건수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매결정일자,PRCHS_DCSN_YMD,연월일,연월일C8,CHAR(8),,물건 등을 사들이는 것을 정한 날짜,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구매계약번호,PRCHS_CTRT_NO,번호,번호V20,VARCHAR(20),,당사자 간에 서로 합의한 내용을 지키자는 법률행위에 부여하는 식별 번호,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구매관리번호,PRCHS_MNG_NO,번호,번호V50,VARCHAR(50),,제품 생산에 필요한 원료 및 상품을 필요한 시기에 적당한 가격으로 구입하기 위한 관리하기 위해 부여하는 식별 번호,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매금액,PRCHS_AMT,금액,금액N15,NUMBER(15),,물건 등을 사들인 돈의 액수,공공데이터 공통표준용어 2차(2020-12),행정안전부,2020-12-01 00:00:00
구매기관명,PRCHS_INST_NM,명,명V200,VARCHAR(200),,물건 등을 사들인 기관의 이름,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매기업명,PRCHS_ENT_NM,명,명V100,VARCHAR(100),,물건 등을 사들인 기업의 이름,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매내역,PRCHS_DSCTN,내용,내용V4000,VARCHAR(4000),,물건 따위를 사들이는 것의 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매단가,PRCHS_UNTPRC,금액,금액N15,NUMBER(15),,물건 등을 사들인 것의 한 단위 가격,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매번호,PRCHS_NO,번호,번호V50,VARCHAR(50),,물건 따위를 사들이는 것에 부여하는 식별 번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매비용,PRCHS_CST,비용,비용N15,NUMBER(15),,물건 따위를 사들이는 데 드는 돈,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매비율,PRCHS_RT,율,"율N5,2","NUMBER(5,2)",,물건 따위를 사들이는 것을 백분율로 산정한 것,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매사유,PRCHS_RSN,내용,내용V4000,VARCHAR(4000),,물건 따위를 사들인 이유,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매수량,PRCHS_QTY,수,"수N10,3","NUMBER(10,3)",,물건 따위를 사들인 것의 수효와 분량,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매시행완료일자,PRCHS_ENFC_CMPTN_YMD,연월일,연월일C8,CHAR(8),,물건 등을 사들이는 행위를 완전히 끝마친 날짜,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구매신청일자,PRCHS_APLY_YMD,연월일,연월일C8,CHAR(8),,물건 등을 사들이는 것을 기관이나 단체 등에 알려 청구한 날짜,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구매여부,PRCHS_YN,여부,여부C1,CHAR(1),,물건 등을 사들였는지 여부,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구매연도,PRCHS_YR,연도,연도C4,CHAR(4),,물건 등을 사들인 연도,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매예정금액,PRCHS_PRNMNT_AMT,금액,금액N15,NUMBER(15),,물건 등을 사들이려고 미리 정한 돈의 액수,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구매요청번호,PRCHS_DMND_NO,번호,번호V20,VARCHAR(20),,물건 따위를 사들이는 것을 청한 것에 부여하는 식별 번호,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구매유형명,PRCHS_TYPE_NM,명,명V300,VARCHAR(300),,물건 따위를 사들이는 것의 성질이나 특징 따위가 공통적인 것끼리 묶은 틀에 붙인 이름,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매일련번호,PRCHS_SN,일련번호,일련번호N10,NUMBER(10),,물건 따위를 사들이는 것에 일정한 방식으로 연속되게 매긴 번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매일시,PRCHS_DT,연월일시분초,연월일시분초D,DATE,,물건 등을 사들인 날짜와 시각,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구매일자,PRCHS_YMD,연월일,연월일C8,CHAR(8),,물건 등을 사들인 날짜,공공데이터 공통표준용어 1차(2020-08),행정안전부,2020-08-01 00:00:00
구매자명,PRCHR_NM,명,명V100,VARCHAR(100),,물건 등을 사들인 사람의 이름,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매자이메일주소,PRCHR_EML_ADDR,주소,주소V320,VARCHAR(320),,물건을 사는 사람이나 단체의 이메일 주소,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매자전화번호,PRCHR_TELNO,전화번호,전화번호V11,VARCHAR(11),,물건을 사는 사람이나 단체의 전화번호,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구매자주소,PRCHR_ADDR,주소,주소V200,VARCHAR(200),,물건 등을 사들인 사람의 주소,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구매적용환율,PRCHS_APLCN_EXCHRT,율,"율N12,6","NUMBER(12,6)",,외화를 사들이는 데 적용되는 교환 비율,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구매처명,PCPL_NM,명,명V300,VARCHAR(300),,물건 등을 사들인 장소 또는 그 기관의 이름,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매처사업자등록번호,PCPL_BRNO,사업자등록번호,사업자등록번호C10,CHAR(10),,물건 등을 사들이는 장소 또는 그 기관을 구별하여 관리하려고 사업자등록을 할 때 국세청에서 매기는 번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매처전화번호,PCPL_TELNO,전화번호,전화번호V11,VARCHAR(11),,물건 등을 사들이는 장소 또는 그 기관의 전화번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구매취소일자,PRCHS_RTRCN_YMD,연월일,연월일C8,CHAR(8),,물건 등을 사들인 것을 거두어들인 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구매통보일자,PRCHS_NTFCTN_YMD,연월일,연월일C8,CHAR(8),,물건 등을 사들이는 것을 기관이나 단체 등에 통지하여 보고한 날짜,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구매확정금액,PRCHS_CFMTN_AMT,금액,금액N15,NUMBER(15),,물건 등을 사들이려고 확실하게 정한 돈의 액수,공공데이터 공통표준용어 4차(2021-12),행정안전부,2021-12-01 00:00:00
구분내용,SE_CN,내용,내용V4000,VARCHAR(4000),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 내용,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구분명,SE_NM,명,명V100,VARCHAR(100),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 것의 이름,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
구분번호,SE_NO,번호,번호V20,VARCHAR(20),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 것에 부여하는 식별 번호,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
구분설명,SE_EXPLN,내용,내용V4000,VARCHAR(4000),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 것에 대한 설명,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구분연도,SE_YR,연도,연도C4,CHAR(4),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 연도,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구분연월,SE_YM,연월,연월C6,CHAR(6),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 연도와 월,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구분일자,SE_YMD,연월일,연월일C8,CHAR(8),,일정한 기준에 따라 전체를 몇 개로 갈라 나눈 날짜,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구비서류내용,RQDOC_CN,내용,내용V4000,VARCHAR(4000),,빠짐없이 갖추어야 하는 서류의 내용,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구비서류명,RQDOC_NM,명,명V100,VARCHAR(100),,빠짐없이 갖추어야 하는 서류의 이름,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구상금액,CLIM_AMT,금액,금액N15,NUMBER(15),,거래에서 계약 위반 사항이 있는 경우에 상대방에게 손해 배상을 청구하거나 이의를 제기한 돈의 액수,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구상채권금액,RIDNT_AMT,금액,금액N15,NUMBER(15),,신용 보증 기금이 법령이나 계약에 따라 채무 관계자에게 청구할 수 있는 모든 채권을 환산한 돈의 액수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구상채권잔액,RIDNT_BLNC,금액,금액N15,NUMBER(15),,신용 보증 기금이 법령이나 계약에 따라 채무 관계자에게 청구할 수 있는 모든 채권을 지급한 후에 남은 돈의 액수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구성내용,CPST_CN,내용,내용V4000,VARCHAR(4000),,몇 가지 부분이나 요소들을 모아서 일정한 전체를 짜 이룬 내용,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구성비율,CPST_RT,율,"율N5,2","NUMBER(5,2)",,몇 가지 부분이나 요소들을 모아서 일정한 전체를 짜 이룬 것을 백분율로 산정한 것,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구성일련번호,CPST_SN,일련번호,일련번호N22,NUMBER(22),,몇 가지 부분이나 요소들을 모아서 일정한 전체를 짜 이룬 것에 일정한 방식으로 연속되게 매긴 번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구성일자,CPST_YMD,연월일,연월일C8,CHAR(8),,몇 가지 부분이나 요소들을 모아서 일정한 전체를 짜 이룬 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구속사유,DTNT_RSN,내용,내용V4000,VARCHAR(4000),,행동이나 의사의 자유를 제한하거나 속박한 이유,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구속장소명,DTNT_PLC_NM,명,명V100,VARCHAR(100),,행동이나 의사의 자유를 제한하거나 속박을 실시하는 장소의 이름,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구역면적,ZONE_AREA,면적,"면적N19,9","NUMBER(19,9)",,갈라놓은 지역의 바닥 넓이,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구역명,ZONE_NM,명,명V100,VARCHAR(100),,갈라놓은 지역의 이름,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
구역번호,ZONE_NO,번호,번호V5,VARCHAR(5),,갈라놓은 지역에 부여하는 식별 번호,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구역설명,ZONE_EXPLN,내용,내용V4000,VARCHAR(4000),,갈라놓은 지역에 대한 설명,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구우편번호,OZIP,구우편번호,구우편번호C6,CHAR(6),,우편물을 쉽게 분류하려는 과거 지번 주소의 우편번호,공공데이터 공통표준용어 2차(2020-12),행정안전부,2020-12-01 00:00:00
구조내용,STRCT_CN,내용,내용V4000,VARCHAR(4000),,부분이나 요소가 어떤 전체를 짜 이룸 또는 그렇게 이루어진 얼개를 설명한 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구조물명,STRTS_NM,명,명V100,VARCHAR(100),,일정한 설계에 따라 여러 가지 재료를 얽어서 만든 물건에 붙인 이름,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
구조물설명,STRTS_EXPLN,내용,내용V4000,VARCHAR(4000),,일정한 설계에 따라 여러 가지 재료를 얽어서 만든 물건에 대한 설명,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구축내용,ETBL_CN,내용,내용V4000,VARCHAR(4000),,어떤 시설물을 쌓아 올려 만들거나 체계 따위의 기초를 닦아 세운 것의 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구축비용,ETBL_CST,비용,비용N15,NUMBER(15),,어떤 시설물을 쌓아 올려 만들거나 체계 따위의 기초를 닦아세우는데 드는 돈,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구축연도,ETBL_YR,연도,연도C4,CHAR(4),,어떤 시설물을 쌓아 올려 만들거나 체계 따위의 기초를 닦아 세운 연도,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
구축연월,ETBL_YM,연월,연월C6,CHAR(6),,어떤 시설물을 쌓아 올려 만들거나 체계 따위의 기초를 닦아 세운 연도와 월,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
구축일시,ETBL_DT,연월일시분초,연월일시분초D,DATE,,어떤 시설물을 쌓아 올려 만들거나 체계 따위의 기초를 닦아세운 날짜와 시각,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
구축일자,ETBL_YMD,연월일,연월일C8,CHAR(8),,어떤 시설물을 쌓아 올려 만들거나 체계 따위의 기초를 닦아세운 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
국가명,NTN_NM,명,명V100,VARCHAR(100),,"일정한 영토와 거기에 사는 사람들로 구성되고, 주권(主權)에 따른 하나의 통치 조직을 가지고 있는 사회 집단의 이름",공공데이터 공통표준용어 2차(2020-12),행정안전부,2020-12-01 00:00:00
국가영문명,NTN_ENG_NM,명,명V100,VARCHAR(100),,"일정한 영토와 거기에 사는 사람들로 구성되고, 주권(主權)에 따른 하나의 통치 조직을 가지고 있는 사회 집단의 영문 이름",공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
국가유공자여부,NMPR_YN,여부,여부C1,CHAR(1),,"국가를 위하여 희생하거나 공헌한 사람으로 순국선열, 애국지사, 전몰군경, 전상군경, 순직군경, 공상군경, 무공수훈자, 보국수훈자, 6ㆍ25참전 재일학도의용군인, 참전유공자, 4ㆍ19혁명사망자, 4ㆍ19혁명부상자, 4ㆍ19혁명공로자, 순직공무원, 공상공무원, 국가사회발전 특별공로순직자, 국가사회발전 특별공로상이자, 국가사회발전 특별공로자에 해당하는 사람인지 여부",공공데이터 공통표준용어 8차(2025-11),국가보훈부,2025-11-01 00:00:00
